segment_id,meteo,fascia_oraria,risk
165,Nebbia,Mattino,0.02
166,Nebbia,Mattino,0.02
167,Nebbia,Mattino,0.02
168,Nebbia,Mattino,0.02
169,Nebbia,Mattino,0.02
170,Nebbia,Mattino,0.02
171,Nebbia,Mattino,0.18
172,Nebbia,Mattino,0.18
173,Nebbia,Mattino,0.18
174,Nebbia,Mattino,0.18
175,Nebbia,Mattino,0.18
176,Nebbia,Mattino,0.18
177,Nebbia,Mattino,0.0333
178,Nebbia,Mattino,0.0333
179,Nebbia,Mattino,0.0333
1,Nebbia,Notte,0.02
2,Nebbia,Notte,0.02
3,Nebbia,Notte,0.02
4,Nebbia,Notte,0.02
5,Nebbia,Notte,0.02
6,Nebbia,Notte,0.02
7,Nebbia,Notte,0.02
8,Nebbia,Notte,0.02
9,Nebbia,Notte,0.02
10,Nebbia,Notte,0.02
11,Nebbia,Notte,0.02
12,Nebbia,Notte,0.02
13,Nebbia,Notte,0.02
14,Nebbia,Notte,0.02
15,Nebbia,Notte,0.02
16,Nebbia,Notte,0.1
17,Nebbia,Notte,0.02
18,Nebbia,Notte,0.0667
19,Nebbia,Notte,0.0667
20,Nebbia,Notte,0.0667
21,Nebbia,Notte,0.0667
22,Nebbia,Notte,0.0667
23,Nebbia,Notte,0.0667
24,Nebbia,Notte,0.0667
25,Nebbia,Notte,0.0667
26,Nebbia,Notte,0.02
27,Nebbia,Notte,0.02
28,Nebbia,Notte,0.02
29,Nebbia,Notte,0.02
30,Nebbia,Notte,0.02
31,Nebbia,Notte,0.02
32,Nebbia,Notte,0.02
33,Nebbia,Notte,0.02
34,Nebbia,Notte,0.1133
35,Nebbia,Notte,0.1133
36,Nebbia,Notte,0.1133
37,Nebbia,Notte,0.1133
38,Nebbia,Notte,0.1133
39,Nebbia,Notte,0.1133
40,Nebbia,Notte,0.1133
41,Nebbia,Notte,0.1133
42,Nebbia,Notte,0.1133
43,Nebbia,Notte,0.02
44,Nebbia,Notte,0.02
45,Nebbia,Notte,0.02
46,Nebbia,Notte,0.02
47,Nebbia,Notte,0.02
48,Nebbia,Notte,0.1133
49,Nebbia,Notte,0.02
50,Nebbia,Notte,0.02
51,Nebbia,Notte,0.02
52,Nebbia,Notte,0.02
53,Nebbia,Notte,0.02
54,Nebbia,Notte,0.02
55,Nebbia,Notte,0.02
56,Nebbia,Notte,0.02
57,Nebbia,Notte,0.02
58,Nebbia,Notte,0.02
59,Nebbia,Notte,0.02
60,Nebbia,Notte,0.02
61,Nebbia,Notte,0.02
62,Nebbia,Notte,0.02
63,Nebbia,Notte,0.0267
64,Nebbia,Notte,0.0267
65,Nebbia,Notte,0.0267
66,Nebbia,Notte,0.0267
67,Nebbia,Notte,0.0267
68,Nebbia,Notte,0.0267
69,Nebbia,Notte,0.02
70,Nebbia,Notte,0.02
71,Nebbia,Notte,0.02
72,Nebbia,Notte,0.1
73,Nebbia,Notte,0.02
74,Nebbia,Notte,0.02
75,Nebbia,Notte,0.02
76,Nebbia,Notte,0.0667
77,Nebbia,Notte,0.0667
78,Nebbia,Notte,0.02
79,Nebbia,Notte,0.02
80,Nebbia,Notte,0.02
81,Nebbia,Notte,0.02
82,Nebbia,Notte,0.02
83,Nebbia,Notte,0.02
84,Nebbia,Notte,0.02
85,Nebbia,Notte,0.02
86,Nebbia,Notte,0.02
87,Nebbia,Notte,0.02
88,Nebbia,Notte,0.02
89,Nebbia,Notte,0.02
90,Nebbia,Notte,0.0667
91,Nebbia,Notte,0.0667
92,Nebbia,Notte,0.02
93,Nebbia,Notte,0.0267
94,Nebbia,Notte,0.02
95,Nebbia,Notte,0.02
96,Nebbia,Notte,0.0267
97,Nebbia,Notte,0.0267
98,Nebbia,Notte,0.26
99,Nebbia,Notte,0.02
100,Nebbia,Notte,0.02
101,Nebbia,Notte,0.02
102,Nebbia,Notte,0.2533
103,Nebbia,Notte,0.2533
104,Nebbia,Notte,0.2533
105,Nebbia,Notte,0.2533
106,Nebbia,Notte,0.2533
107,Nebbia,Notte,0.2533
108,Nebbia,Notte,0.2533
109,Nebbia,Notte,0.2533
110,Nebbia,Notte,0.2533
111,Nebbia,Notte,0.2533
112,Nebbia,Notte,0.2533
113,Nebbia,Notte,0.2533
114,Nebbia,Notte,0.02
115,Nebbia,Notte,0.0267
116,Nebbia,Notte,0.02
117,Nebbia,Notte,0.02
118,Nebbia,Notte,0.02
119,Nebbia,Notte,0.02
120,Nebbia,Notte,0.02
121,Nebbia,Notte,0.02
122,Nebbia,Notte,0.0267
123,Nebbia,Notte,0.0267
124,Nebbia,Notte,0.02
125,Nebbia,Notte,0.1533
126,Nebbia,Notte,0.1533
127,Nebbia,Notte,0.1533
128,Nebbia,Notte,0.02
129,Nebbia,Notte,0.02
130,Nebbia,Notte,0.1533
131,Nebbia,Notte,0.1533
132,Nebbia,Notte,0.02
133,Nebbia,Notte,0.0667
134,Nebbia,Notte,0.0667
135,Nebbia,Notte,0.02
136,Nebbia,Notte,0.06
137,Nebbia,Notte,0.06
138,Nebbia,Notte,0.06
139,Nebbia,Notte,0.0267
140,Nebbia,Notte,0.0267
141,Nebbia,Notte,0.0267
142,Nebbia,Notte,0.02
143,Nebbia,Notte,0.02
144,Nebbia,Notte,0.02
145,Nebbia,Notte,0.1
146,Nebbia,Notte,0.0933
147,Nebbia,Notte,0.0933
148,Nebbia,Notte,0.06
149,Nebbia,Notte,0.06
150,Nebbia,Notte,0.06
151,Nebbia,Notte,0.0667
152,Nebbia,Notte,0.0667
153,Nebbia,Notte,0.0667
154,Nebbia,Notte,0.0667
155,Nebbia,Notte,0.0667
156,Nebbia,Notte,0.0667
157,Nebbia,Notte,0.0667
158,Nebbia,Notte,0.0667
159,Nebbia,Notte,0.0667
160,Nebbia,Notte,0.0667
161,Nebbia,Notte,0.0667
162,Nebbia,Notte,0.0667
163,Nebbia,Notte,0.0667
164,Nebbia,Notte,0.0667
165,Nebbia,Notte,0.0667
166,Nebbia,Notte,0.0667
167,Nebbia,Notte,0.0667
168,Nebbia,Notte,0.0667
169,Nebbia,Notte,0.0667
170,Nebbia,Notte,0.0667
171,Nebbia,Notte,0.3
172,Nebbia,Notte,0.3
173,Nebbia,Notte,0.3
174,Nebbia,Notte,0.3
175,Nebbia,Notte,0.3
176,Nebbia,Notte,0.3
177,Nebbia,Notte,0.0733
178,Nebbia,Notte,0.0733
179,Nebbia,Notte,0.0733
1,Nebbia,Pomeriggio,0.02
2,Nebbia,Pomeriggio,0.02
3,Nebbia,Pomeriggio,0.02
4,Nebbia,Pomeriggio,0.02
5,Nebbia,Pomeriggio,0.02
6,Nebbia,Pomeriggio,0.02
7,Nebbia,Pomeriggio,0.02
8,Nebbia,Pomeriggio,0.02
9,Nebbia,Pomeriggio,0.02
10,Nebbia,Pomeriggio,0.02
11,Nebbia,Pomeriggio,0.02
12,Nebbia,Pomeriggio,0.02
13,Nebbia,Pomeriggio,0.02
14,Nebbia,Pomeriggio,0.02
15,Nebbia,Pomeriggio,0.02
16,Nebbia,Pomeriggio,0.0667
17,Nebbia,Pomeriggio,0.02
18,Nebbia,Pomeriggio,0.0667
19,Nebbia,Pomeriggio,0.0667
20,Nebbia,Pomeriggio,0.0667
21,Nebbia,Pomeriggio,0.0667
22,Nebbia,Pomeriggio,0.0667
23,Nebbia,Pomeriggio,0.0667
24,Nebbia,Pomeriggio,0.0667
25,Nebbia,Pomeriggio,0.0667
26,Nebbia,Pomeriggio,0.02
27,Nebbia,Pomeriggio,0.02
28,Nebbia,Pomeriggio,0.02
29,Nebbia,Pomeriggio,0.02
30,Nebbia,Pomeriggio,0.02
31,Nebbia,Pomeriggio,0.02
32,Nebbia,Pomeriggio,0.02
33,Nebbia,Pomeriggio,0.02
34,Nebbia,Pomeriggio,0.08
35,Nebbia,Pomeriggio,0.08
36,Nebbia,Pomeriggio,0.08
37,Nebbia,Pomeriggio,0.08
38,Nebbia,Pomeriggio,0.08
39,Nebbia,Pomeriggio,0.08
40,Nebbia,Pomeriggio,0.08
41,Nebbia,Pomeriggio,0.08
42,Nebbia,Pomeriggio,0.08
43,Nebbia,Pomeriggio,0.02
44,Nebbia,Pomeriggio,0.02
45,Nebbia,Pomeriggio,0.02
46,Nebbia,Pomeriggio,0.02
47,Nebbia,Pomeriggio,0.02
48,Nebbia,Pomeriggio,0.08
49,Nebbia,Pomeriggio,0.02
50,Nebbia,Pomeriggio,0.02
51,Nebbia,Pomeriggio,0.02
52,Nebbia,Pomeriggio,0.02
53,Nebbia,Pomeriggio,0.02
54,Nebbia,Pomeriggio,0.02
55,Nebbia,Pomeriggio,0.02
56,Nebbia,Pomeriggio,0.02
57,Nebbia,Pomeriggio,0.02
58,Nebbia,Pomeriggio,0.02
59,Nebbia,Pomeriggio,0.02
60,Nebbia,Pomeriggio,0.02
61,Nebbia,Pomeriggio,0.02
62,Nebbia,Pomeriggio,0.02
63,Nebbia,Pomeriggio,0.0533
64,Nebbia,Pomeriggio,0.0533
65,Nebbia,Pomeriggio,0.0533
66,Nebbia,Pomeriggio,0.0533
67,Nebbia,Pomeriggio,0.0533
68,Nebbia,Pomeriggio,0.0533
69,Nebbia,Pomeriggio,0.02
70,Nebbia,Pomeriggio,0.02
71,Nebbia,Pomeriggio,0.02
72,Nebbia,Pomeriggio,0.0667
73,Nebbia,Pomeriggio,0.02
74,Nebbia,Pomeriggio,0.02
75,Nebbia,Pomeriggio,0.02
76,Nebbia,Pomeriggio,0.0467
77,Nebbia,Pomeriggio,0.0467
78,Nebbia,Pomeriggio,0.02
79,Nebbia,Pomeriggio,0.02
80,Nebbia,Pomeriggio,0.02
81,Nebbia,Pomeriggio,0.02
82,Nebbia,Pomeriggio,0.02
83,Nebbia,Pomeriggio,0.02
84,Nebbia,Pomeriggio,0.02
85,Nebbia,Pomeriggio,0.02
86,Nebbia,Pomeriggio,0.02
87,Nebbia,Pomeriggio,0.02
88,Nebbia,Pomeriggio,0.02
89,Nebbia,Pomeriggio,0.02
90,Nebbia,Pomeriggio,0.0467
91,Nebbia,Pomeriggio,0.0467
92,Nebbia,Pomeriggio,0.02
93,Nebbia,Pomeriggio,0.0267
94,Nebbia,Pomeriggio,0.02
95,Nebbia,Pomeriggio,0.02
96,Nebbia,Pomeriggio,0.0267
97,Nebbia,Pomeriggio,0.0267
98,Nebbia,Pomeriggio,0.3533
99,Nebbia,Pomeriggio,0.02
100,Nebbia,Pomeriggio,0.02
101,Nebbia,Pomeriggio,0.02
102,Nebbia,Pomeriggio,0.1667
103,Nebbia,Pomeriggio,0.1667
104,Nebbia,Pomeriggio,0.1667
105,Nebbia,Pomeriggio,0.1667
106,Nebbia,Pomeriggio,0.1667
107,Nebbia,Pomeriggio,0.1667
108,Nebbia,Pomeriggio,0.1667
109,Nebbia,Pomeriggio,0.1667
110,Nebbia,Pomeriggio,0.1667
111,Nebbia,Pomeriggio,0.1667
112,Nebbia,Pomeriggio,0.1667
113,Nebbia,Pomeriggio,0.1667
114,Nebbia,Pomeriggio,0.02
115,Nebbia,Pomeriggio,0.0267
116,Nebbia,Pomeriggio,0.02
117,Nebbia,Pomeriggio,0.02
118,Nebbia,Pomeriggio,0.02
119,Nebbia,Pomeriggio,0.02
120,Nebbia,Pomeriggio,0.02
121,Nebbia,Pomeriggio,0.02
122,Nebbia,Pomeriggio,0.0267
123,Nebbia,Pomeriggio,0.0267
124,Nebbia,Pomeriggio,0.02
125,Nebbia,Pomeriggio,0.2267
126,Nebbia,Pomeriggio,0.2267
127,Nebbia,Pomeriggio,0.2267
128,Nebbia,Pomeriggio,0.02
129,Nebbia,Pomeriggio,0.02
130,Nebbia,Pomeriggio,0.2267
131,Nebbia,Pomeriggio,0.2267
132,Nebbia,Pomeriggio,0.02
133,Nebbia,Pomeriggio,0.0467
134,Nebbia,Pomeriggio,0.0467
135,Nebbia,Pomeriggio,0.02
136,Nebbia,Pomeriggio,0.0733
137,Nebbia,Pomeriggio,0.0733
138,Nebbia,Pomeriggio,0.0733
139,Nebbia,Pomeriggio,0.04
140,Nebbia,Pomeriggio,0.04
141,Nebbia,Pomeriggio,0.04
142,Nebbia,Pomeriggio,0.02
143,Nebbia,Pomeriggio,0.02
144,Nebbia,Pomeriggio,0.02
145,Nebbia,Pomeriggio,0.0667
146,Nebbia,Pomeriggio,0.1333
147,Nebbia,Pomeriggio,0.1333
148,Nebbia,Pomeriggio,0.0733
149,Nebbia,Pomeriggio,0.0733
150,Nebbia,Pomeriggio,0.0733
151,Nebbia,Pomeriggio,0.0667
152,Nebbia,Pomeriggio,0.0667
153,Nebbia,Pomeriggio,0.0667
154,Nebbia,Pomeriggio,0.0667
155,Nebbia,Pomeriggio,0.0667
156,Nebbia,Pomeriggio,0.0667
157,Nebbia,Pomeriggio,0.0667
158,Nebbia,Pomeriggio,0.0667
159,Nebbia,Pomeriggio,0.0667
160,Nebbia,Pomeriggio,0.0667
161,Nebbia,Pomeriggio,0.0667
162,Nebbia,Pomeriggio,0.0667
163,Nebbia,Pomeriggio,0.0667
164,Nebbia,Pomeriggio,0.0667
165,Nebbia,Pomeriggio,0.0667
166,Nebbia,Pomeriggio,0.0667
167,Nebbia,Pomeriggio,0.0667
168,Nebbia,Pomeriggio,0.0667
169,Nebbia,Pomeriggio,0.0667
170,Nebbia,Pomeriggio,0.0667
171,Nebbia,Pomeriggio,0.2133
172,Nebbia,Pomeriggio,0.2133
173,Nebbia,Pomeriggio,0.2133
174,Nebbia,Pomeriggio,0.2133
175,Nebbia,Pomeriggio,0.2133
176,Nebbia,Pomeriggio,0.2133
177,Nebbia,Pomeriggio,0.0733
178,Nebbia,Pomeriggio,0.0733
179,Nebbia,Pomeriggio,0.0733
1,Nebbia,Sera,0.0533
2,Nebbia,Sera,0.0533
3,Nebbia,Sera,0.0533
4,Nebbia,Sera,0.0533
5,Nebbia,Sera,0.0533
6,Nebbia,Sera,0.0533
7,Nebbia,Sera,0.0533
8,Nebbia,Sera,0.0533
9,Nebbia,Sera,0.0533
10,Nebbia,Sera,0.0533
11,Nebbia,Sera,0.0533
12,Nebbia,Sera,0.0533
13,Nebbia,Sera,0.0533
14,Nebbia,Sera,0.0533
15,Nebbia,Sera,0.0533
16,Nebbia,Sera,0.12
17,Nebbia,Sera,0.0533
18,Nebbia,Sera,0.0867
19,Nebbia,Sera,0.0867
20,Nebbia,Sera,0.0867
21,Nebbia,Sera,0.0867
22,Nebbia,Sera,0.0867
23,Nebbia,Sera,0.0867
24,Nebbia,Sera,0.0867
25,Nebbia,Sera,0.0867
26,Nebbia,Sera,0.0533
27,Nebbia,Sera,0.0533
28,Nebbia,Sera,0.0533
29,Nebbia,Sera,0.0533
30,Nebbia,Sera,0.0533
31,Nebbia,Sera,0.0533
32,Nebbia,Sera,0.0533
33,Nebbia,Sera,0.0533
34,Nebbia,Sera,0.12
35,Nebbia,Sera,0.12
36,Nebbia,Sera,0.12
37,Nebbia,Sera,0.12
38,Nebbia,Sera,0.12
39,Nebbia,Sera,0.12
40,Nebbia,Sera,0.12
41,Nebbia,Sera,0.12
42,Nebbia,Sera,0.12
43,Nebbia,Sera,0.0533
44,Nebbia,Sera,0.0533
45,Nebbia,Sera,0.0533
46,Nebbia,Sera,0.0533
47,Nebbia,Sera,0.0533
48,Nebbia,Sera,0.12
49,Nebbia,Sera,0.0533
50,Nebbia,Sera,0.0533
51,Nebbia,Sera,0.0533
52,Nebbia,Sera,0.0533
53,Nebbia,Sera,0.0533
54,Nebbia,Sera,0.0533
55,Nebbia,Sera,0.0533
56,Nebbia,Sera,0.0533
57,Nebbia,Sera,0.0533
58,Nebbia,Sera,0.0533
59,Nebbia,Sera,0.0533
60,Nebbia,Sera,0.0533
61,Nebbia,Sera,0.0533
62,Nebbia,Sera,0.0533
63,Nebbia,Sera,0.0667
64,Nebbia,Sera,0.0667
65,Nebbia,Sera,0.0667
66,Nebbia,Sera,0.0667
67,Nebbia,Sera,0.0667
68,Nebbia,Sera,0.0667
69,Nebbia,Sera,0.0533
70,Nebbia,Sera,0.0533
71,Nebbia,Sera,0.0533
72,Nebbia,Sera,0.12
73,Nebbia,Sera,0.0533
74,Nebbia,Sera,0.0533
75,Nebbia,Sera,0.0533
76,Nebbia,Sera,0.1133
77,Nebbia,Sera,0.1133
78,Nebbia,Sera,0.0533
79,Nebbia,Sera,0.0533
80,Nebbia,Sera,0.0533
81,Nebbia,Sera,0.0533
82,Nebbia,Sera,0.0533
83,Nebbia,Sera,0.0533
84,Nebbia,Sera,0.0533
85,Nebbia,Sera,0.0533
86,Nebbia,Sera,0.0533
87,Nebbia,Sera,0.0533
88,Nebbia,Sera,0.0533
89,Nebbia,Sera,0.0533
90,Nebbia,Sera,0.1133
91,Nebbia,Sera,0.1133
92,Nebbia,Sera,0.0533
93,Nebbia,Sera,0.06
94,Nebbia,Sera,0.0533
95,Nebbia,Sera,0.0533
96,Nebbia,Sera,0.06
97,Nebbia,Sera,0.06
98,Nebbia,Sera,0.36
99,Nebbia,Sera,0.0533
100,Nebbia,Sera,0.0533
101,Nebbia,Sera,0.0533
102,Nebbia,Sera,0.26
103,Nebbia,Sera,0.26
104,Nebbia,Sera,0.26
105,Nebbia,Sera,0.26
106,Nebbia,Sera,0.26
107,Nebbia,Sera,0.26
108,Nebbia,Sera,0.26
109,Nebbia,Sera,0.26
110,Nebbia,Sera,0.26
111,Nebbia,Sera,0.26
112,Nebbia,Sera,0.26
113,Nebbia,Sera,0.26
114,Nebbia,Sera,0.0533
115,Nebbia,Sera,0.06
116,Nebbia,Sera,0.0533
117,Nebbia,Sera,0.0533
118,Nebbia,Sera,0.0533
119,Nebbia,Sera,0.0533
120,Nebbia,Sera,0.0533
121,Nebbia,Sera,0.0533
122,Nebbia,Sera,0.06
123,Nebbia,Sera,0.06
124,Nebbia,Sera,0.0533
125,Nebbia,Sera,0.1933
126,Nebbia,Sera,0.1933
127,Nebbia,Sera,0.1933
128,Nebbia,Sera,0.0533
129,Nebbia,Sera,0.0533
130,Nebbia,Sera,0.1933
131,Nebbia,Sera,0.1933
132,Nebbia,Sera,0.0533
133,Nebbia,Sera,0.1133
134,Nebbia,Sera,0.1133
135,Nebbia,Sera,0.0533
136,Nebbia,Sera,0.0733
137,Nebbia,Sera,0.0733
138,Nebbia,Sera,0.0733
139,Nebbia,Sera,0.06
140,Nebbia,Sera,0.06
141,Nebbia,Sera,0.06
142,Nebbia,Sera,0.06
143,Nebbia,Sera,0.06
144,Nebbia,Sera,0.06
145,Nebbia,Sera,0.12
146,Nebbia,Sera,0.1267
147,Nebbia,Sera,0.1267
148,Nebbia,Sera,0.0733
149,Nebbia,Sera,0.0733
150,Nebbia,Sera,0.0733
151,Nebbia,Sera,0.0867
152,Nebbia,Sera,0.0867
153,Nebbia,Sera,0.0867
154,Nebbia,Sera,0.0867
155,Nebbia,Sera,0.0867
156,Nebbia,Sera,0.0867
157,Nebbia,Sera,0.0867
158,Nebbia,Sera,0.0867
159,Nebbia,Sera,0.0867
160,Nebbia,Sera,0.0867
161,Nebbia,Sera,0.0867
162,Nebbia,Sera,0.0867
163,Nebbia,Sera,0.0867
164,Nebbia,Sera,0.0867
165,Nebbia,Sera,0.0867
166,Nebbia,Sera,0.0867
167,Nebbia,Sera,0.0867
168,Nebbia,Sera,0.0867
169,Nebbia,Sera,0.0867
170,Nebbia,Sera,0.0867
171,Nebbia,Sera,0.2933
172,Nebbia,Sera,0.2933
173,Nebbia,Sera,0.2933
174,Nebbia,Sera,0.2933
175,Nebbia,Sera,0.2933
176,Nebbia,Sera,0.2933
177,Nebbia,Sera,0.0933
178,Nebbia,Sera,0.0933
179,Nebbia,Sera,0.0933
1,Neve,Mattino,0.0
2,Neve,Mattino,0.0
3,Neve,Mattino,0.0
4,Neve,Mattino,0.0
5,Neve,Mattino,0.0
6,Neve,Mattino,0.0
7,Neve,Mattino,0.0
8,Neve,Mattino,0.0
9,Neve,Mattino,0.0
10,Neve,Mattino,0.0
11,Neve,Mattino,0.0
12,Neve,Mattino,0.0
13,Neve,Mattino,0.0
14,Neve,Mattino,0.0
15,Neve,Mattino,0.0
16,Neve,Mattino,0.0
17,Neve,Mattino,0.0
18,Neve,Mattino,0.0
19,Neve,Mattino,0.0
20,Neve,Mattino,0.0
21,Neve,Mattino,0.0
22,Neve,Mattino,0.0
23,Neve,Mattino,0.0
24,Neve,Mattino,0.0
25,Neve,Mattino,0.0
26,Neve,Mattino,0.0
27,Neve,Mattino,0.0
28,Neve,Mattino,0.0
29,Neve,Mattino,0.0
30,Neve,Mattino,0.0
31,Neve,Mattino,0.0
32,Neve,Mattino,0.0
33,Neve,Mattino,0.0
34,Neve,Mattino,0.2133
35,Neve,Mattino,0.2133
36,Neve,Mattino,0.2133
37,Neve,Mattino,0.2133
38,Neve,Mattino,0.2133
39,Neve,Mattino,0.2133
40,Neve,Mattino,0.2133
41,Neve,Mattino,0.2133
42,Neve,Mattino,0.2133
43,Neve,Mattino,0.0
44,Neve,Mattino,0.0
45,Neve,Mattino,0.0
46,Neve,Mattino,0.0
47,Neve,Mattino,0.0
48,Neve,Mattino,0.2133
49,Neve,Mattino,0.0
50,Neve,Mattino,0.0
51,Neve,Mattino,0.0
52,Neve,Mattino,0.0
53,Neve,Mattino,0.0
54,Neve,Mattino,0.0
55,Neve,Mattino,0.0
56,Neve,Mattino,0.0
57,Neve,Mattino,0.0
58,Neve,Mattino,0.0
59,Neve,Mattino,0.0
60,Neve,Mattino,0.0
61,Neve,Mattino,0.0
62,Neve,Mattino,0.0
63,Neve,Mattino,0.02
64,Neve,Mattino,0.02
65,Neve,Mattino,0.02
66,Neve,Mattino,0.02
67,Neve,Mattino,0.02
68,Neve,Mattino,0.02
69,Neve,Mattino,0.0
70,Neve,Mattino,0.0
71,Neve,Mattino,0.0
72,Neve,Mattino,0.0
73,Neve,Mattino,0.0
74,Neve,Mattino,0.0
75,Neve,Mattino,0.0
76,Neve,Mattino,0.0
77,Neve,Mattino,0.0
78,Neve,Mattino,0.0
79,Neve,Mattino,0.0
80,Neve,Mattino,0.0
81,Neve,Mattino,0.0
82,Neve,Mattino,0.0
83,Neve,Mattino,0.0
84,Neve,Mattino,0.0
85,Neve,Mattino,0.0
86,Neve,Mattino,0.0
87,Neve,Mattino,0.0
88,Neve,Mattino,0.0
89,Neve,Mattino,0.0
90,Neve,Mattino,0.0
91,Neve,Mattino,0.0
92,Neve,Mattino,0.0
93,Neve,Mattino,0.0267
94,Neve,Mattino,0.0
95,Neve,Mattino,0.0
96,Neve,Mattino,0.0267
97,Neve,Mattino,0.0267
98,Neve,Mattino,0.2533
99,Neve,Mattino,0.0
100,Neve,Mattino,0.0
101,Neve,Mattino,0.0
102,Neve,Mattino,0.0
103,Neve,Mattino,0.0
104,Neve,Mattino,0.0
105,Neve,Mattino,0.0
106,Neve,Mattino,0.0
107,Neve,Mattino,0.0
108,Neve,Mattino,0.0
109,Neve,Mattino,0.0
110,Neve,Mattino,0.0
111,Neve,Mattino,0.0
112,Neve,Mattino,0.0
113,Neve,Mattino,0.0
114,Neve,Mattino,0.0
115,Neve,Mattino,0.0267
116,Neve,Mattino,0.0
117,Neve,Mattino,0.0
118,Neve,Mattino,0.0
119,Neve,Mattino,0.0
120,Neve,Mattino,0.0
121,Neve,Mattino,0.0
122,Neve,Mattino,0.0267
123,Neve,Mattino,0.0267
124,Neve,Mattino,0.0
125,Neve,Mattino,0.2467
126,Neve,Mattino,0.2467
127,Neve,Mattino,0.2467
128,Neve,Mattino,0.0
129,Neve,Mattino,0.0
130,Neve,Mattino,0.2467
131,Neve,Mattino,0.2467
132,Neve,Mattino,0.0
133,Neve,Mattino,0.0
134,Neve,Mattino,0.0
135,Neve,Mattino,0.0
136,Neve,Mattino,0.0667
137,Neve,Mattino,0.0667
138,Neve,Mattino,0.0667
139,Neve,Mattino,0.0333
140,Neve,Mattino,0.0333
141,Neve,Mattino,0.0333
142,Neve,Mattino,0.02
143,Neve,Mattino,0.02
144,Neve,Mattino,0.02
145,Neve,Mattino,0.0
146,Neve,Mattino,0.08
147,Neve,Mattino,0.08
148,Neve,Mattino,0.0667
149,Neve,Mattino,0.0667
150,Neve,Mattino,0.0667
151,Neve,Mattino,0.0
152,Neve,Mattino,0.0
153,Neve,Mattino,0.0
154,Neve,Mattino,0.0
155,Neve,Mattino,0.0
156,Neve,Mattino,0.0
157,Neve,Mattino,0.0
158,Neve,Mattino,0.0
159,Neve,Mattino,0.0
160,Neve,Mattino,0.0
161,Neve,Mattino,0.0
162,Neve,Mattino,0.0
163,Neve,Mattino,0.0
164,Neve,Mattino,0.0
165,Neve,Mattino,0.0
166,Neve,Mattino,0.0
167,Neve,Mattino,0.0
168,Neve,Mattino,0.0
169,Neve,Mattino,0.0
170,Neve,Mattino,0.0
171,Neve,Mattino,0.0
172,Neve,Mattino,0.0
173,Neve,Mattino,0.0
174,Neve,Mattino,0.0
175,Neve,Mattino,0.0
176,Neve,Mattino,0.0
177,Neve,Mattino,0.0267
178,Neve,Mattino,0.0267
179,Neve,Mattino,0.0267
1,Neve,Notte,0.0067
2,Neve,Notte,0.0067
3,Neve,Notte,0.0067
4,Neve,Notte,0.0067
5,Neve,Notte,0.0067
6,Neve,Notte,0.0067
7,Neve,Notte,0.0067
8,Neve,Notte,0.0067
9,Neve,Notte,0.0067
10,Neve,Notte,0.0067
11,Neve,Notte,0.0067
12,Neve,Notte,0.0067
13,Neve,Notte,0.0067
14,Neve,Notte,0.0067
15,Neve,Notte,0.0067
16,Neve,Notte,0.0067
17,Neve,Notte,0.0067
18,Neve,Notte,0.0067
19,Neve,Notte,0.0067
20,Neve,Notte,0.0067
21,Neve,Notte,0.0067
22,Neve,Notte,0.0067
23,Neve,Notte,0.0067
24,Neve,Notte,0.0067
25,Neve,Notte,0.0067
26,Neve,Notte,0.0067
27,Neve,Notte,0.0067
28,Neve,Notte,0.0067
29,Neve,Notte,0.0067
30,Neve,Notte,0.0067
31,Neve,Notte,0.0067
32,Neve,Notte,0.0067
33,Neve,Notte,0.0067
34,Neve,Notte,0.2067
35,Neve,Notte,0.2067
36,Neve,Notte,0.2067
37,Neve,Notte,0.2067
38,Neve,Notte,0.2067
39,Neve,Notte,0.2067
40,Neve,Notte,0.2067
41,Neve,Notte,0.2067
42,Neve,Notte,0.2067
43,Neve,Notte,0.0067
44,Neve,Notte,0.0067
45,Neve,Notte,0.0067
46,Neve,Notte,0.0067
47,Neve,Notte,0.0067
48,Neve,Notte,0.2067
49,Neve,Notte,0.0067
50,Neve,Notte,0.0067
51,Neve,Notte,0.0067
52,Neve,Notte,0.0067
53,Neve,Notte,0.0067
54,Neve,Notte,0.0067
55,Neve,Notte,0.0067
56,Neve,Notte,0.0067
57,Neve,Notte,0.0067
58,Neve,Notte,0.0067
59,Neve,Notte,0.0067
60,Neve,Notte,0.0067
61,Neve,Notte,0.0067
62,Neve,Notte,0.0067
63,Neve,Notte,0.04
64,Neve,Notte,0.04
65,Neve,Notte,0.04
66,Neve,Notte,0.04
67,Neve,Notte,0.04
68,Neve,Notte,0.04
69,Neve,Notte,0.0067
70,Neve,Notte,0.0067
71,Neve,Notte,0.0067
72,Neve,Notte,0.0067
73,Neve,Notte,0.0067
74,Neve,Notte,0.0067
75,Neve,Notte,0.0067
76,Neve,Notte,0.0067
77,Neve,Notte,0.0067
78,Neve,Notte,0.0067
79,Neve,Notte,0.0067
80,Neve,Notte,0.0067
81,Neve,Notte,0.0067
82,Neve,Notte,0.0067
83,Neve,Notte,0.0067
84,Neve,Notte,0.0067
85,Neve,Notte,0.0067
86,Neve,Notte,0.0067
87,Neve,Notte,0.0067
88,Neve,Notte,0.0067
89,Neve,Notte,0.0067
90,Neve,Notte,0.0067
91,Neve,Notte,0.0067
92,Neve,Notte,0.0067
93,Neve,Notte,0.02
