mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente,segment_id,n_attraversamenti,n_semafori,n_stop,n_incroci,n_autovelox,n_lampioni,maxspeed_med
5,Sabato,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Innevato,Assente,Neve,11.439545614517732,45.78437081541869,0,112.0,0,0,0,0,2,0,70
1,Martedì,Mattino,ROANA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.436098259131253,45.84333375873466,0,121.0,4,0,2,0,0,0,50
9,Domenica,Notte,ROANA,SP 349 Costo,Pendenza,Asciutto,Assente,Sereno,11.477126770873827,45.86738569852988,0,132.0,17,0,5,0,0,0,50
9,Lunedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Sereno,11.204036116370272,45.75951001415224,0,5.0,0,0,0,0,0,0,50
1,Domenica,Mattino,SCHIO,SP 046 Pasubio,Dosso,Asciutto,Orizzontale,Sereno,11.396273996644556,45.687736706176075,0,17.0,0,0,0,0,0,0,90
1,Venerdì,Notte,VILLAVERLA,SP 349 Costo,Rotatoria,Bagnato,Temporanea di cantiere,Pioggia,11.492042464976231,45.63931563514112,0,141.0,3,0,2,0,0,0,50
1,Domenica,Mattino,ASIAGO,SP 349 Costo,Rettilineo,Sdrucciolevole,Orizzontale,Pioggia,11.395070089324507,45.94850200978968,0,91.0,0,0,0,0,0,0,50
8,Venerdì,Mattino,ASIAGO,SP 349 Costo,Intersezione segnalata,Bagnato,Temporanea di cantiere,Sereno,11.505380747510427,45.87413199896409,0,76.0,5,0,4,0,0,0,50
2,Lunedì,Notte,ROANA,SP 349 Costo,Rettilineo,Innevato,Orizzontale,Neve,11.438320474682053,45.823230421637206,0,101.0,0,0,0,0,0,0,45
8,Mercoledì,Pomeriggio,ASIAGO,SP 349 Costo,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.499880570630388,45.871112918703545,0,133.0,4,0,6,0,1,0,50
3,Sabato,Sera,SANTORSO,SP 349 Costo,Curva,Sdrucciolevole,Temporanea di cantiere,Altro,11.375979750517535,45.72954856403676,0,73.0,6,4,0,0,0,0,70
12,Mercoledì,Mattino,THIENE,SP 349 Costo,Dosso,Asciutto,Verticale,Altro,11.486335469989973,45.67889275001883,0,136.0,3,0,0,0,1,0,70
9,Domenica,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.429561006557815,45.79418255576009,0,109.0,0,0,0,0,0,0,70
5,Mercoledì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Sdrucciolevole,Assente,Pioggia,11.422693660100832,45.80132247846675,0,103.0,0,0,0,0,0,0,70
6,Martedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Galleria illuminata,Asciutto,Verticale,Sereno,11.42899487843032,45.79521404954299,0,108.0,0,0,0,0,2,0,70
1,Giovedì,Sera,ASIAGO,SP 349 Costo,Intersezione con semaforo o vigile,Ghiacciato,Temporanea di cantiere,Neve,11.402352482899213,45.9442383059102,0,91.0,0,0,0,0,0,0,50
1,Martedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.363412370169767,45.81404379333917,0,168.0,0,0,0,0,0,0,50
7,Giovedì,Sera,TORREBELVICINO,SP 046 var Torrebelvicino,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.32436400836365,45.71373522513419,0,70.0,1,2,0,0,0,0,38
1,Giovedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Rotatoria,Asciutto,Verticale,Sereno,11.429038208877898,45.799301122862346,0,104.0,0,0,0,0,0,0,70
8,Sabato,Notte,VICENZA,SP 046 Pasubio,Intersezione non segnalata,Bagnato,Assente,Sereno,11.49573514985004,45.57268011815164,0,53.0,0,0,0,0,0,0,90
5,Lunedì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Bagnato,Verticale,Nebbia,11.204605973207183,45.759877363246034,0,5.0,0,0,0,0,0,0,50
2,Mercoledì,Sera,ASIAGO,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Nebbia,11.39084548888575,45.95123555319866,0,92.0,0,0,0,0,0,0,50
7,Martedì,Mattino,ARSIERO,SP 350 Val d'Astico,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.36108845359478,45.80977381160158,0,169.0,10,2,8,0,0,0,50
7,Domenica,Notte,MALO,SP 046 Pasubio,Intersezione non segnalata,Bagnato,Verticale,Sereno,11.432154252224397,45.63976990815101,0,24.0,8,1,0,0,0,13,50
9,Giovedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Orizzontale,Sereno,11.220643363056414,45.75503114340253,0,7.0,1,0,0,0,0,0,45
3,Domenica,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,Verticale,Sereno,11.42416725496404,45.64747767763195,0,23.0,2,0,0,0,0,98,45
7,Mercoledì,Mattino,VICENZA,SP 046 Pasubio,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.5067115918705,45.58178140585135,0,44.0,0,0,0,0,0,6,40
11,Sabato,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Asciutto,Verticale,Sereno,11.236913053928273,45.74687722253097,0,9.0,0,0,0,0,0,0,40
4,Martedì,Mattino,COSTABISSARA,SP 046 Pasubio,Curva,Asciutto,Orizzontale,Vento forte,11.492838008042874,45.603615604694006,0,35.0,14,0,0,0,0,7,50
11,Domenica,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.256205364487794,45.74361020459796,0,11.0,8,0,1,0,0,0,50
9,Mercoledì,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Sdrucciolevole,Orizzontale,Pioggia,11.401048438529028,45.681033521119325,0,18.0,1,0,0,0,0,5,90
6,Sabato,Mattino,LASTEBASSE,SP 350 Val d'Astico,Rettilineo,Asciutto,Orizzontale,Sereno,11.33150444706821,45.897950501967685,0,158.0,0,0,0,0,0,0,50
11,Giovedì,Notte,ROANA,SP 349 Costo,Galleria illuminata,Asciutto,Orizzontale,Sereno,11.433693419877192,45.84062641221123,0,99.0,6,0,3,0,0,2,50
12,Lunedì,Notte,THIENE,SP 349 var Costo Variante,Curva,Bagnato,Verticale,Pioggia,11.458844548295426,45.698753008753975,0,149.0,2,0,0,0,0,0,50
3,Martedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Verticale,Sereno,11.363365690863388,45.814914175863855,0,168.0,0,0,0,0,0,0,50
12,Venerdì,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.487700889230943,45.674502558456034,0,137.0,9,0,3,0,2,0,130
1,Sabato,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Bagnato,Verticale,Altro,11.240502027219716,45.74430785647434,0,9.0,0,0,0,0,0,0,40
2,Giovedì,Mattino,THIENE,SP 349 Costo,Pendenza,Bagnato,Temporanea di cantiere,Vento forte,11.485153814892016,45.682682909068994,0,136.0,3,0,0,0,1,0,70
1,Domenica,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Assente,Pioggia,11.412592586508625,45.788291871777744,0,174.0,3,0,0,0,0,0,70
5,Domenica,Pomeriggio,MALO,SP 046 Pasubio,Pendenza,Asciutto,Verticale,Sereno,11.430828653494318,45.64083048197375,0,24.0,8,1,0,0,0,13,50
12,Mercoledì,Pomeriggio,SANTORSO,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.398847807675937,45.73541248584333,0,75.0,4,0,0,0,0,0,70
8,Mercoledì,Sera,CALDOGNO,SP 349 Costo,Intersezione non segnalata,Bagnato,Verticale,Sereno,11.491876702370138,45.632213098771864,0,142.0,0,0,0,0,0,0,90
8,Venerdì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Rotatoria,Asciutto,Orizzontale,Altro,11.424706285475615,45.80807997509538,0,103.0,0,0,0,0,0,0,70
2,Lunedì,Pomeriggio,VICENZA,SP 046 Pasubio,Incrocio,Asciutto,Verticale,Nebbia,11.50695912038497,45.58197526643448,0,44.0,0,0,0,0,0,6,40
7,Martedì,Pomeriggio,ASIAGO,SP 349 Costo,Dosso,Asciutto,Orizzontale,Sereno,11.41475028620592,45.95080624346252,0,89.0,0,0,0,0,0,0,50
5,Sabato,Mattino,LASTEBASSE,SP 350 Val d'Astico,Pendenza,Asciutto,Assente,Altro,11.327987633525042,45.89993382528232,0,157.0,0,0,0,0,0,0,50
6,Mercoledì,Pomeriggio,VICENZA,SP 046 Pasubio,Curva,Bagnato,Verticale,Sereno,11.506391002473796,45.57907268958349,0,52.0,0,0,0,0,0,0,70
4,Martedì,Pomeriggio,CHIUPPANO,SP 349 Costo,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.452747879480354,45.765403753440424,0,124.0,1,0,2,0,0,0,50
3,Mercoledì,Pomeriggio,CARRE',SP 349 Costo,Intersezione non segnalata,Asciutto,Orizzontale,Sereno,11.44022509895358,45.73788891327931,0,125.0,2,1,0,0,0,11,50
12,Lunedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.433362927224726,45.797864226633074,0,104.0,0,0,0,0,0,0,70
7,Venerdì,Notte,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Verticale,Altro,11.42415159842217,45.74700716250184,0,93.0,12,5,2,0,3,0,50
5,Venerdì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Dosso,Asciutto,Verticale,Vento forte,11.423638006454029,45.78411522033603,0,175.0,6,1,6,0,0,0,50
1,Lunedì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Galleria illuminata,Asciutto,Orizzontale,Sereno,11.500362117364345,45.588937856801074,0,42.0,7,0,1,0,0,20,50
10,Sabato,Notte,ROANA,SP 349 Costo,Galleria illuminata,Asciutto,Temporanea di cantiere,Sereno,11.479134063977313,45.86928926392565,0,132.0,17,0,5,0,0,0,50
6,Venerdì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione non segnalata,Bagnato,Assente,Sereno,11.42280053836182,45.80375212877202,0,103.0,0,0,0,0,0,0,70
5,Venerdì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Sereno,11.196681157638723,45.763129051477094,0,4.0,0,0,0,0,0,0,50
9,Mercoledì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Temporanea di cantiere,Sereno,11.204961746212645,45.75956819515189,0,5.0,0,0,0,0,0,0,50
2,Domenica,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Verticale,Sereno,11.430230563761777,45.75281489475109,0,96.0,9,0,3,0,0,0,50
7,Mercoledì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Asciutto,Verticale,Sereno,11.195069428603924,45.76166808317513,0,3.0,0,0,0,0,0,0,50
11,Domenica,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.435625978040107,45.63756723756841,0,24.0,8,1,0,0,0,13,50
6,Martedì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Assente,Sereno,11.429249002040358,45.78148060547387,0,176.0,0,0,0,0,0,0,20
1,Domenica,Sera,LASTEBASSE,SP 350 Val d'Astico,Curva,Sdrucciolevole,Temporanea di cantiere,Altro,11.29578017513052,45.91194062050088,0,154.0,0,0,0,0,0,0,50
3,Sabato,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Curva,Asciutto,Temporanea di cantiere,Sereno,11.337176361472975,45.8948860827237,0,158.0,0,0,0,0,0,0,50
1,Lunedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Asciutto,Verticale,Sereno,11.440330814911553,45.783334578693605,0,113.0,0,0,0,0,0,0,70
7,Venerdì,Pomeriggio,VILLAVERLA,SP 349 Costo,Dosso,Asciutto,Assente,Sereno,11.492401369102348,45.65970764936392,0,140.0,16,0,2,0,0,0,50
5,Martedì,Sera,ARSIERO,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Temporanea di cantiere,Pioggia,11.371415370125057,45.803438837648976,0,170.0,0,0,5,0,0,0,50
9,Sabato,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Temporanea di cantiere,Sereno,11.418688892207529,45.65329027555233,0,22.0,4,1,2,0,0,20,50
3,Martedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Dosso,Sdrucciolevole,Assente,Pioggia,11.33668702051666,45.894934376710594,0,158.0,0,0,0,0,0,0,50
5,Mercoledì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Assente,Pioggia,11.449598329991158,45.62482544862793,0,28.0,4,0,0,0,0,5,50
12,Martedì,Mattino,ROANA,SP 349 Costo,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.458933494243292,45.90654123340008,0,82.0,0,0,1,0,0,0,50
1,Martedì,Sera,VICENZA,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.508093557796997,45.5411595940758,0,60.0,0,0,0,0,0,0,70
3,Lunedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Sdrucciolevole,Temporanea di cantiere,Altro,11.2109975964776,45.75817185848335,0,6.0,0,0,0,0,0,0,50
4,Lunedì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Bagnato,Assente,Sereno,11.244572192066832,45.74388713836851,0,10.0,0,0,0,0,0,0,50
7,Domenica,Sera,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Verticale,Sereno,11.507505535007002,45.542883427225625,0,60.0,0,0,0,0,0,0,70
3,Sabato,Mattino,LASTEBASSE,SP 350 Val d'Astico,Intersezione non segnalata,Asciutto,Orizzontale,Sereno,11.266019755618766,45.91647998129903,0,151.0,0,0,0,0,0,0,50
1,Sabato,Pomeriggio,VILLAVERLA,SP 349 Costo,Incrocio,Sdrucciolevole,Orizzontale,Pioggia,11.49248904135722,45.65949979529627,0,140.0,16,0,2,0,0,0,50
12,Martedì,Notte,CALDOGNO,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4914012255429,45.6227813666844,0,142.0,0,0,0,0,0,0,90
7,Giovedì,Notte,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Sereno,11.444485982950988,45.93151966677437,0,85.0,0,0,0,0,0,0,50
1,Mercoledì,Notte,VALDASTICO,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Temporanea di cantiere,Pioggia,11.353621354285584,45.88698753523043,0,160.0,1,0,1,0,0,0,50
2,Lunedì,Mattino,ROANA,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.432947298743828,45.83524105794899,0,99.0,6,0,3,0,0,2,50
2,Lunedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Asciutto,Verticale,Nebbia,11.265760748354896,45.73850305171485,0,12.0,2,0,0,0,0,0,50
4,Lunedì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Rotatoria,Asciutto,Assente,Sereno,11.326497059487105,45.900699811499145,0,157.0,0,0,0,0,0,0,50
4,Domenica,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione segnalata,Asciutto,Verticale,Sereno,11.433836601008034,45.79727348901163,0,105.0,0,0,0,0,0,0,70
8,Sabato,Notte,VALDASTICO,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Temporanea di cantiere,Pioggia,11.369757108902975,45.84024693750608,0,165.0,2,0,0,0,0,0,50
4,Domenica,Pomeriggio,ZANE',SP 349 Costo,Pendenza,Asciutto,Orizzontale,Sereno,11.463770663446518,45.71309097049573,0,131.0,6,0,1,0,0,0,50
9,Domenica,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Verticale,Sereno,11.190844143563575,45.75807853072237,0,2.0,1,0,0,0,0,0,50
4,Domenica,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Temporanea di cantiere,Sereno,11.362109570814312,45.87205499995451,0,162.0,1,0,1,0,0,0,50
4,Venerdì,Mattino,SCHIO,SP 046 var Torrebelvicino,Pendenza,Bagnato,Assente,Pioggia,11.33335750922145,45.71370540522513,0,71.0,0,0,0,0,0,0,70
4,Domenica,Notte,CALDOGNO,SP 349 Costo,Intersezione non segnalata,Asciutto,Assente,Sereno,11.490408348781576,45.61483421756247,0,143.0,0,0,0,0,0,3,70
4,Sabato,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Galleria illuminata,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.43193183185222,45.7983634928789,0,104.0,0,0,0,0,0,0,70
11,Lunedì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Temporanea di cantiere,Nebbia,11.290220040794894,45.91308905461119,0,154.0,0,0,0,0,0,0,50
3,Lunedì,Pomeriggio,ZANE',SP 349 var Costo Variante,Incrocio,Bagnato,Assente,Pioggia,11.445371779361192,45.70879127898849,0,147.0,0,0,0,0,0,0,90
4,Lunedì,Notte,ROANA,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.466293070922063,45.86282169399603,0,116.0,4,0,0,0,0,0,50
12,Domenica,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Rettilineo,Bagnato,Temporanea di cantiere,Nebbia,11.36880558677447,45.82743324959087,0,167.0,1,0,0,0,0,0,50
8,Martedì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Verticale,Sereno,11.391667880947232,45.79484480772394,0,172.0,0,0,1,0,0,0,90
3,Martedì,Mattino,MARANO VICENTINO,SP 349 var Costo Variante,Intersezione con semaforo o vigile,Sdrucciolevole,Temporanea di cantiere,Altro,11.437539617423454,45.712748366537106,0,146.0,0,0,0,1,0,0,40
11,Domenica,Notte,VALDASTICO,SP 350 Val d'Astico,Dosso,Sdrucciolevole,Verticale,Pioggia,11.356017868685964,45.882425111176865,0,160.0,1,0,1,0,0,0,50
3,Lunedì,Pomeriggio,VICENZA,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.506859708382638,45.57930677534091,0,52.0,0,0,0,0,0,0,70
6,Lunedì,Sera,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Sereno,11.456950326655456,45.91325597703528,0,83.0,0,0,0,0,0,0,50
9,Domenica,Sera,TORREBELVICINO,SP 046 Pasubio,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.281619975052074,45.723255189669814,0,14.0,0,0,0,0,0,0,30
10,Domenica,Notte,ROANA,SP 349 Costo,Rotatoria,Bagnato,Verticale,Pioggia,11.444218275144332,45.93185751568414,0,85.0,0,0,0,0,0,0,50
2,Lunedì,Notte,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,Assente,Pioggia,11.447292764366818,45.84842938529412,0,119.0,0,0,0,0,0,0,50
10,Martedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Asciutto,Assente,Vento forte,11.186075009751686,45.75672620817099,0,1.0,0,0,0,0,0,0,50
2,Domenica,Mattino,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,Temporanea di cantiere,Sereno,11.493233813291845,45.64643137648155,0,139.0,11,0,4,0,2,0,50
6,Mercoledì,Mattino,ROANA,SP 349 Costo,Dosso,Bagnato,Verticale,Pioggia,11.45672586976337,45.85628818030988,0,117.0,0,0,0,0,0,0,50
8,Sabato,Notte,ARSIERO,SP 350 Val d'Astico,Curva,Bagnato,Temporanea di cantiere,Pioggia,11.368246235553093,45.80329308524768,0,170.0,0,0,5,0,0,0,50
4,Domenica,Sera,MALO,SP 046 Pasubio,Rotatoria,Bagnato,Assente,Pioggia,11.435873845864462,45.63709871396159,0,26.0,13,0,1,0,0,24,50
8,Domenica,Notte,VICENZA,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.494786951107784,45.562866142577654,0,47.0,0,0,0,0,0,0,90
9,Lunedì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Bagnato,Temporanea di cantiere,Sereno,11.470120645765478,45.61095166184254,0,30.0,2,4,0,0,0,1,50
8,Lunedì,Sera,COSTABISSARA,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Nebbia,11.490610955862309,45.60510437202191,0,34.0,7,0,0,0,0,32,70
5,Venerdì,Pomeriggio,VILLAVERLA,SP 349 Costo,Dosso,Bagnato,Verticale,Sereno,11.492704974394176,45.64275552494694,0,141.0,3,0,2,0,0,0,50
10,Lunedì,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.50825773106729,45.53936226020024,0,66.0,0,0,0,0,0,2,90
9,Martedì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Orizzontale,Sereno,11.497978640346563,45.5920822513736,0,42.0,7,0,1,0,0,20,50
4,Domenica,Sera,ASIAGO,SP 349 Costo,Intersezione non segnalata,Asciutto,Assente,Sereno,11.412248005630143,45.94899990255634,0,90.0,0,0,0,0,0,0,50
9,Giovedì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Verticale,Sereno,11.386262005550485,45.79767588448264,0,172.0,0,0,1,0,0,0,90
12,Domenica,Sera,COSTABISSARA,SP 349 Costo,Pendenza,Asciutto,Verticale,Sereno,11.490857464193802,45.60971573592867,0,144.0,1,0,0,0,0,0,70
10,Giovedì,Sera,ROANA,SP 349 Costo,Galleria illuminata,Bagnato,Assente,Pioggia,11.437216882964696,45.843270041755154,0,121.0,4,0,2,0,0,0,50
9,Sabato,Notte,ROANA,SP 349 Costo,Pendenza,Bagnato,Orizzontale,Altro,11.453327795746342,45.9193681565015,0,84.0,0,0,0,0,0,0,50
10,Domenica,Sera,ARSIERO,SP 350 Val d'Astico,Dosso,Bagnato,Orizzontale,Sereno,11.359258525067183,45.80609026717077,0,169.0,10,2,8,0,0,0,50
10,Mercoledì,Mattino,ARSIERO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Sereno,11.36949976402638,45.83384070303608,0,166.0,1,0,0,0,0,0,50
4,Martedì,Pomeriggio,SANTORSO,SP 349 Costo,Rettilineo,Asciutto,Verticale,Nebbia,11.400599522055288,45.7358703597687,0,75.0,4,0,0,0,0,0,70
9,Giovedì,Sera,MARANO VICENTINO,SP 349 var Costo Variante,Incrocio,Bagnato,Assente,Sereno,11.437885509311018,45.712575481849306,0,146.0,0,0,0,1,0,0,40
3,Venerdì,Notte,SCHIO,SP 046 Pasubio,Curva,Sdrucciolevole,Verticale,Altro,11.39329154862398,45.69010245827745,0,16.0,0,0,0,0,0,0,50
5,Mercoledì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Dosso,Bagnato,Assente,Sereno,11.507777550499876,45.535249634725936,0,63.0,0,0,0,0,0,6,50
12,Lunedì,Notte,VILLAVERLA,SP 349 Costo,Intersezione non segnalata,Asciutto,Verticale,Sereno,11.492520125144088,45.64309124158303,0,139.0,11,0,4,0,2,0,50
4,Giovedì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,Temporanea di cantiere,Sereno,11.424115444897897,45.74697402971679,0,93.0,12,5,2,0,3,0,50
11,Sabato,Notte,SCHIO,SP 046 Pasubio,Dosso,Asciutto,Assente,Sereno,11.39225403713482,45.690901541205136,0,16.0,0,0,0,0,0,0,50
6,Venerdì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Temporanea di cantiere,Nebbia,11.49482280919089,45.59994416325624,0,40.0,21,1,0,0,0,44,50
3,Lunedì,Notte,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Curva,Asciutto,Orizzontale,Sereno,11.427154896113608,45.76896105052987,0,177.0,3,0,3,0,0,0,50
2,Sabato,Pomeriggio,TORREBELVICINO,SP 046 Pasubio,Rettilineo,Asciutto,Orizzontale,Vento forte,11.285592115430358,45.72194075900112,0,14.0,0,0,0,0,0,0,30
7,Domenica,Notte,VICENZA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Nebbia,11.502808262186049,45.549368632033406,0,45.0,0,0,0,0,0,0,70
6,Mercoledì,Sera,ROANA,SP 349 Costo,Dosso,Bagnato,Temporanea di cantiere,Vento forte,11.450385052087803,45.847429969903054,0,119.0,0,0,0,0,0,0,50
7,Martedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Verticale,Vento forte,11.325408892485564,45.901146215331046,0,157.0,0,0,0,0,0,0,50
1,Lunedì,Mattino,VILLAVERLA,SP 349 Costo,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Sereno,11.491780260472508,45.661219846915984,0,140.0,16,0,2,0,0,0,50
4,Giovedì,Sera,ROANA,SP 349 Costo,Rotatoria,Asciutto,Verticale,Sereno,11.457245932933464,45.85976795868995,0,117.0,0,0,0,0,0,0,50
1,Martedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Innevato,Orizzontale,Neve,11.429765825323384,45.79273490962017,0,110.0,0,0,0,0,0,0,70
4,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.404883831339788,45.79130805035237,0,173.0,0,0,1,0,0,0,90
12,Venerdì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Pendenza,Asciutto,Verticale,Sereno,11.268458877154767,45.91623986014266,0,151.0,0,0,0,0,0,0,50
2,Domenica,Sera,ROANA,SP 349 Costo,Pendenza,Bagnato,Orizzontale,Sereno,11.459922247402456,45.860789541846,0,117.0,0,0,0,0,0,0,50
9,Sabato,Mattino,LASTEBASSE,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Temporanea di cantiere,Sereno,11.33126975595344,45.89805007002335,0,157.0,0,0,0,0,0,0,50
1,Martedì,Mattino,COSTABISSARA,SP 046 Pasubio,Galleria illuminata,Asciutto,Assente,Vento forte,11.496781822535295,45.57352941313954,0,48.0,0,0,0,0,0,0,90
7,Lunedì,Pomeriggio,ROANA,SP 349 Costo,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.451754333549731,45.92454941158674,0,84.0,0,0,0,0,0,0,50
12,Lunedì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Rotatoria,Bagnato,Verticale,Pioggia,11.47472656520923,45.60936936704788,0,33.0,0,0,0,0,0,14,60
5,Giovedì,Pomeriggio,ROANA,SP 349 Costo,Curva,Asciutto,Verticale,Altro,11.446110494776471,45.84764958757963,0,119.0,0,0,0,0,0,0,50
3,Domenica,Mattino,ROANA,SP 349 Costo,Incrocio,Asciutto,Orizzontale,Sereno,11.457506505753978,45.859921932779194,0,117.0,0,0,0,0,0,0,50
7,Giovedì,Mattino,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Temporanea di cantiere,Nebbia,11.413603145438508,45.6591573492552,0,21.0,8,0,0,0,0,37,50
