mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente
10,Lunedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4327544,45.7543166,1
11,Venerdì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4333701,45.763934,1
11,Domenica,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4339977,45.7462842,1
1,Sabato,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.43401,45.74626,1
4,Domenica,Mattino,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4347446,45.6380488,1
11,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4355025,45.7444085,1
3,Sabato,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4358512,45.7628027,1
10,Martedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.436952,45.7566888,1
10,Sabato,Pomeriggio,ROANA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4372712,45.8432542,1
3,Giovedì,Pomeriggio,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4388204,45.8429658,1
3,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4415604,45.7843033,1
1,Venerdì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4422946,45.6290977,1
11,Giovedì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.4425609,45.6289285,1
12,Martedì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4449117,45.6279608,1
11,Mercoledì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Sdrucciolevole,Assente,Sereno,11.447532,45.6262766,1
2,Venerdì,Pomeriggio,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4495553,45.7066512,1
11,Lunedì,Sera,CHIUPPANO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4573145,45.7680546,1
2,Giovedì,Mattino,THIENE,SP 349 var Costo Variante,Rotatoria,Asciutto,Assente,Sereno,11.4598948,45.697651,1
11,Giovedì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.461159,45.6196652,1
10,Giovedì,Mattino,THIENE,SP 349 Costo,Intersezione segnalata,Asciutto,Verticale,Nebbia,11.4845913,45.6843733,1
3,Martedì,Mattino,THIENE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4861699,45.6793991,1
12,Domenica,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4876209,45.6747565,1
11,Sabato,Mattino,THIENE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4881086,45.6732113,1
4,Domenica,Mattino,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4887,45.86938,1
4,Venerdì,Mattino,THIENE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4892598,45.6696386,1
1,Martedì,Sera,ASIAGO,SP 349 Costo,Curva,Ghiacciato,Assente,Sereno,11.48954,45.86966,1
4,Venerdì,Pomeriggio,THIENE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4899894,45.6672844,1
12,Domenica,Sera,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4904497,45.6135859,1
1,Venerdì,Notte,CALDOGNO,SP 349 Costo,Intersezione segnalata,Ghiacciato,Assente,Sereno,11.4904588,45.6136475,1
2,Sabato,Pomeriggio,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4911669,45.6193417,1
10,Lunedì,Mattino,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4920277,45.6394287,1
1,Giovedì,Notte,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4942689,45.6513156,1
11,Giovedì,Mattino,ASIAGO,SP 349 Costo,Intersezione segnalata,Sdrucciolevole,Orizzontale,Pioggia,11.4965942,45.8690119,1
1,Venerdì,Notte,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.5022166,45.5867763,1
3,Sabato,Mattino,VICENZA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.5063079,45.5820207,1
3,Lunedì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50823,45.53936,1
11,Martedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Asciutto,Assente,Sereno,11.50868,45.53499,1
3,Lunedì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50895,45.54466,1
10,Giovedì,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Asciutto,Assente,Sereno,11.5091173,45.5467517,1
11,Giovedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Asciutto,Assente,Sereno,11.50932,45.54709,1
3,Sabato,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5093283,45.5470081,1
2,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51864,45.55469,1
11,Mercoledì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Ghiacciato,Assente,Sereno,11.2611184,45.7404768,1
11,Martedì,Pomeriggio,TORREBELVICINO,SP 046 var Torrebelvicino,Intersezione segnalata,Asciutto,Assente,Sereno,11.3197009,45.7136717,1
2,Mercoledì,Sera,TORREBELVICINO,SP 046 var Torrebelvicino,Intersezione segnalata,Asciutto,Assente,Sereno,11.3198196,45.713666,1
10,Martedì,Mattino,ARSIERO,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.3768443,45.8018048,1
11,Mercoledì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.3804323,45.7306626,1
1,Domenica,Sera,SANTORSO,SP 350 Val d'Astico,Rettilineo,Bagnato,Assente,Sereno,11.3845997,45.7317675,1
11,Venerdì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.3863721,45.7976597,1
3,Mercoledì,Sera,SCHIO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.3881905,45.6940985,1
10,Sabato,Sera,SCHIO,SP 046 Pasubio,Rotatoria,Bagnato,Orizzontale,Pioggia,11.3945348,45.6893681,1
3,Martedì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4004182,45.6823244,1
10,Mercoledì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Curva,Asciutto,Assente,Sereno,11.4031132,45.7364661,1
12,Giovedì,Mattino,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4051668,45.6716413,1
3,Mercoledì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.4087249,45.7381084,1
11,Mercoledì,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4136129,45.6591856,1
12,Martedì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione non segnalata,Asciutto,Assente,Sereno,11.4236473,45.7465921,1
4,Martedì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Bagnato,Orizzontale,Pioggia,11.4273391,45.7498404,1
10,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4291256,45.7522307,1
11,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4291899,45.7525095,1
12,Sabato,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4294166,45.7514308,1
1,Martedì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Bagnato,,Altro,11.4300891,45.641499,1
1,Mercoledì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.432731,45.7542827,1
3,Martedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4345443,45.755386,1
10,Lunedì,Mattino,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.43498,45.63779,1
11,Martedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4352383,45.7557906,1
12,Sabato,Notte,MALO,SP 046 Pasubio,Rotatoria,Bagnato,Orizzontale,Pioggia,11.43559,45.6375914,1
12,Martedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.435928,45.7438114,1
12,Martedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione non segnalata,Asciutto,Assente,Sereno,11.4359481,45.7437899,1
2,Mercoledì,Sera,CARRE',SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4374985,45.7418004,1
2,Lunedì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4390431,45.63337,1
11,Martedì,Pomeriggio,ZANE',SP 349 Costo,Rettilineo,Bagnato,,Altro,11.4448077,45.7323034,1
11,Lunedì,Sera,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,,Altro,11.4468202,45.7080542,1
11,Venerdì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.4473886,45.6264332,1
2,Martedì,Pomeriggio,ZANE',SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4518855,45.7215007,1
10,Martedì,Sera,ZANE',SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4562894,45.7171791,1
12,Domenica,Mattino,THIENE,SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4566694,45.7010318,1
1,Mercoledì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4610463,45.6197315,1
11,Giovedì,Mattino,ZANE',SP 349 Costo,Incrocio,Asciutto,,Altro,11.4637253,45.7131312,1
4,Sabato,Sera,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4668274,45.6143259,1
3,Giovedì,Notte,THIENE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4875887,45.674764,1
3,Venerdì,Pomeriggio,THIENE,SP 349 Costo,Rettilineo,Bagnato,,Altro,11.4879388,45.6737062,1
10,Mercoledì,Mattino,VILLAVERLA,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4921007,45.6435808,1
12,Giovedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4935652,45.6490945,1
2,Sabato,Sera,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.495864,45.59747,1
12,Domenica,Pomeriggio,ASIAGO,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4965495,45.8690145,1
10,Martedì,Notte,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4995978,45.589867,1
1,Sabato,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Asciutto,Assente,Sereno,11.509362,45.5471018,1
10,Domenica,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Bagnato,Assente,Sereno,11.50944,45.54717,1
4,Domenica,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Curva,Asciutto,Assente,Sereno,11.5100656,45.5484146,1
12,Lunedì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Assente,Sereno,11.51854,45.55476,1
10,Venerdì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Asciutto,,Altro,11.2534226,45.7432952,1
3,Domenica,Pomeriggio,TORREBELVICINO,SP 046 var Torrebelvicino,Intersezione segnalata,Asciutto,Assente,Sereno,11.3117877,45.7145288,1
1,Sabato,Mattino,ARSIERO,SP 350 Val d'Astico,Curva,Asciutto,Assente,Sereno,11.3695998,45.8337093,1
3,Sabato,Sera,SCHIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.373136,45.728806,1
10,Martedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Curva,Asciutto,Assente,Sereno,11.3736588,45.803167,1
12,Mercoledì,Mattino,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3743951,45.8029722,1
2,Venerdì,Notte,SANTORSO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.3871368,45.7324451,1
11,Domenica,Pomeriggio,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.3970114,45.6871348,1
10,Giovedì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.403155,45.6775235,1
1,Giovedì,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.4144325,45.6582074,1
12,Sabato,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.416554,45.7421254,1
12,Venerdì,Sera,MALO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.41818,45.65399,1
12,Martedì,Sera,MALO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.4181932,45.6540296,1
11,Lunedì,Notte,MALO,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Assente,Sereno,11.41823,45.654,1
2,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4226007,45.6492047,1
10,Martedì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,,Altro,11.4228503,45.6488878,1
3,Lunedì,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.42353,45.64824,1
2,Martedì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4238338,45.7840723,1
3,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.425744,45.769617,1
1,Mercoledì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4292128,45.7524656,1
4,Domenica,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.429428,45.751482,1
11,Lunedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.42982,45.7941,1
3,Sabato,Sera,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4323614,45.8371258,1
2,Venerdì,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4328428,45.6393463,1
4,Sabato,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4335579,45.7548131,1
4,Mercoledì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4358716,45.7438942,1
12,Domenica,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.435885,45.7439101,1
2,Lunedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione non segnalata,Asciutto,Assente,Sereno,11.436391,45.7563919,1
12,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.438263,45.757855,1
10,Sabato,Sera,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4412349,45.6299332,1
2,Venerdì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.44263,45.62893,1
10,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4429551,45.7600333,1
3,Domenica,Pomeriggio,ZANE',SP 349 Costo,Incrocio,Asciutto,,Altro,11.4483012,45.7275532,1
3,Venerdì,Sera,ZANE',SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4588814,45.7158477,1
3,Venerdì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.46418,45.61688,1
2,Venerdì,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4845943,45.6843591,1
2,Venerdì,Pomeriggio,THIENE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4871235,45.6763047,1
10,Martedì,Mattino,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4876215,45.6747008,1
11,Martedì,Mattino,THIENE,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4891083,45.6700855,1
10,Sabato,Pomeriggio,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4904599,45.6136232,1
10,Martedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.49113,45.6049,1
12,Sabato,Sera,VILLAVERLA,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4921459,45.6620499,1
12,Giovedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Bagnato,Orizzontale,Pioggia,11.492649,45.659093,1
3,Mercoledì,Pomeriggio,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4927176,45.6422437,1
12,Mercoledì,Mattino,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4935786,45.6490861,1
2,Giovedì,Sera,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4935892,45.6490924,1
10,Martedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,,Altro,11.493599,45.6491176,1
2,Lunedì,Mattino,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4937662,45.6500301,1
3,Mercoledì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4941784,45.6020223,1
11,Sabato,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4957043,45.5979795,1
3,Venerdì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4957399,45.597846,1
11,Sabato,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.4958018,45.597834,1
2,Venerdì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.50388,45.58488,1
4,Lunedì,Pomeriggio,VICENZA,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.506254,45.5820754,1
1,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Asciutto,Assente,Sereno,11.5082414,45.5338497,1
1,Sabato,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.509455,45.5469408,1
2,Domenica,Notte,VALDASTICO,SP 350 Val d'Astico,Curva,Asciutto,Assente,Sereno,11.35578,45.88418,1
1,Sabato,Sera,SANTORSO,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.3812679,45.7309159,1
10,Sabato,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.386147,45.732152,1
2,Sabato,Pomeriggio,MALO,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4182117,45.6540436,1
12,Sabato,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4184785,45.6535506,1
12,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,,Altro,11.4188238,45.6530391,1
12,Mercoledì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Curva,Bagnato,Orizzontale,Pioggia,11.4217324,45.7448346,1
3,Venerdì,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,,Altro,11.4247863,45.6467801,1
10,Martedì,Mattino,MALO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.426858,45.644787,1
1,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Bagnato,,Altro,11.4290871,45.7817087,1
10,Domenica,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Asciutto,,Altro,11.4312736,45.7663041,1
2,Sabato,Notte,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.43453,45.71428,1
10,Mercoledì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4410707,45.6303331,1
1,Sabato,Sera,ISOLA VICENTINA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.44221,45.62917,1
1,Sabato,Mattino,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.443087,45.845408,1
2,Domenica,Pomeriggio,CALTRANO,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.44922,45.77548,1
1,Sabato,Pomeriggio,THIENE,SP 349 var Costo Variante,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4550842,45.702742,1
10,Lunedì,Notte,ZANE',SP 349 Costo,Incrocio,Bagnato,Assente,Sereno,11.45878,45.71589,1
1,Mercoledì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4617029,45.6193056,1
2,Sabato,Pomeriggio,ROANA,SP 349 Costo,Incrocio,Bagnato,Assente,Sereno,11.469412,45.889919,1
1,Mercoledì,Pomeriggio,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4871168,45.6763115,1
2,Mercoledì,Sera,THIENE,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4885974,45.671673,1
3,Martedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4912849,45.6619599,1
12,Lunedì,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Bagnato,Assente,Sereno,11.491494,45.6347119,1
10,Sabato,Pomeriggio,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4925051,45.6409687,1
11,Sabato,Sera,COSTABISSARA,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.49293,45.60352,1
10,Venerdì,Mattino,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4935466,45.6568909,1
12,Sabato,Pomeriggio,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4942645,45.651135,1
2,Giovedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.495707,45.5980417,1
10,Sabato,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.49581,45.59787,1
10,Martedì,Sera,COSTABISSARA,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.49786,45.59182,1
11,Mercoledì,Pomeriggio,ASIAGO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4993017,45.8762908,1
1,Lunedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Verticale,Nebbia,11.5,45.58939,1
1,Venerdì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.5012512,45.5879073,1
1,Martedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50814,45.53892,1
10,Martedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Asciutto,Assente,Sereno,11.50923,45.54715,1
1,Mercoledì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Bagnato,Assente,Sereno,11.50943,45.54709,1
1,Giovedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Bagnato,Assente,Sereno,11.51841,45.55472,1
2,Mercoledì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Asciutto,Assente,Sereno,11.51854,45.55473,1
4,Mercoledì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Asciutto,Assente,Sereno,11.5185937,45.5547345,1
11,Domenica,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.266941,45.7372176,1
4,Sabato,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.2704831,45.7349137,1
12,Domenica,Sera,LASTEBASSE,SP 350 Val d'Astico,Rettilineo,Bagnato,Assente,Sereno,11.29662,45.91166,1
12,Sabato,Notte,SCHIO,SP 046 var Torrebelvicino,Rettilineo,Bagnato,Assente,Sereno,11.3329906,45.7140255,1
11,Domenica,Notte,SCHIO,SP 350 Val d'Astico,Curva,Bagnato,Orizzontale,Pioggia,11.3706864,45.7281271,1
3,Venerdì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Bagnato,Assente,Sereno,11.38037,45.80005,1
10,Sabato,Sera,ASIAGO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.39227,45.95035,1
12,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.3998495,45.6834968,1
11,Martedì,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4025156,45.6778932,1
4,Venerdì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Rotatoria,Asciutto,Assente,Sereno,11.4047015,45.73647,1
10,Mercoledì,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.4066394,45.6663015,1
12,Giovedì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Bagnato,,Altro,11.41186,45.78877,1
10,Giovedì,Sera,MALO,SP 046 Pasubio,Rotatoria,Bagnato,Assente,Sereno,11.41439,45.65821,1
