anno;rilevatore;mese;giorno_settimana;fascia_oraria;comune;nome_strada;tipo_luogo;indirizzo;lon;lat;kmt_etm;fondo;segnaletica;meteo;natura;des_circ_a;des_circ_b;veicolo_a;avaria_a;des_psico_a;veicolo_b;avaria_b;des_psico_b;veicolo_c;veicoli_oltre_a_b_c;pedoni_morti_feriti;tot_morti;tot_feriti
2016;Carabiniere;11;Domenica;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Curva;VIA ARASELLA, 9;11.44579;45.62781;0.0;Bagnato;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2014;Carabiniere;1;Martedì;Sera;ISOLA VICENTINA;SP 046 Pasubio;Curva;VIA ARASELLA, 9;11.44579;45.62781;0.0;Sdrucciolevole;Verticale;Neve;;;;;;;;;;;0;0;0;0
2011;Carabiniere;3;Sabato;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA ARASELLA, 40;11.4464971;45.6272812;0.0;Ghiacciato;Assente;Neve;;;;;;;;;;;0;0;0;0
2012;Carabiniere;5;Sabato;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA ARASELLA, 40;11.4464971;45.6272812;0.0;Sdrucciolevole;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;10;Martedì;Pomeriggio;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA ARASELLA, 2;11.4466666;45.6271359;0.0;Bagnato;Verticale;Sereno;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;1;Sabato;Sera;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA ARASELLA, 2;11.4466666;45.6271359;0.0;Bagnato;Assente;Sereno;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;5;Sabato;Notte;ZANE';SP 349 var Costo Variante;Rettilineo;NUOVO RACCORDO THIENE SCHIO;11.4488292;45.7070235;0.0;Bagnato;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;7;Venerdì;Pomeriggio;ZANE';SP 349 var Costo Variante;Rettilineo;NUOVO RACCORDO THIENE SCHIO;11.4488292;45.7070235;0.0;Bagnato;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2021;Polizia Stradale;4;Sabato;Notte;ZANE';SP 349 Costo;Intersezione segnalata;STRADA PROVINCIALE 349 INTERS. CON VIA DE GASPERI;11.4517729;45.7216347;94.5;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2012;Polizia Stradale;9;Lunedì;Pomeriggio;ZANE';SP 349 Costo;Intersezione segnalata;STRADA PROVINCIALE 349 INTERS. CON VIA DE GASPERI;11.4517729;45.7216347;94.5;Asciutto;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2010;Carabiniere;2;Sabato;Notte;CHIUPPANO;SP 349 Costo;Rettilineo;VIA PONTE DEI GRANATIERI ALTEZZA KM. 88 SP 349;11.45374;45.76589;88.0;Sdrucciolevole;Temporanea di cantiere;Neve;;;;;;;;;;;0;0;0;0
2023;Carabiniere;9;Sabato;Notte;CHIUPPANO;SP 349 Costo;Rettilineo;VIA PONTE DEI GRANATIERI ALTEZZA KM. 88 SP 349;11.45374;45.76589;88.0;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;12;Martedì;Pomeriggio;THIENE;SP 349 var Costo Variante;Rettilineo;NSA 384, 3+700;11.4538575;45.7040738;3.7;Asciutto;Assente;Sereno;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;1;Domenica;Sera;THIENE;SP 349 var Costo Variante;Rettilineo;NSA 384, 3+700;11.4538575;45.7040738;3.7;Asciutto;Verticale;Sereno;;;;;;;;;;;0;0;0;0
2017;Carabiniere;6;Giovedì;Mattino;CALTRANO;SP 349 Costo;Dosso;VIA PONTE DEI GRANATIERI AL KM. 87.55;11.45607;45.7705;87.55;Asciutto;Orizzontale;Vento forte;;;;;;;;;;;0;0;0;0
2010;Carabiniere;6;Venerdì;Pomeriggio;CALTRANO;SP 349 Costo;Dosso;VIA PONTE DEI GRANATIERI AL KM. 87.55;11.45607;45.7705;87.55;Bagnato;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;7;Lunedì;Notte;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA EUROPA, 46;11.4587376;45.6210468;0.0;Asciutto;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;11;Martedì;Pomeriggio;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA EUROPA, 46;11.4587376;45.6210468;0.0;Asciutto;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;10;Domenica;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Intersezione segnalata;VIA EUROPA, 45/B;11.4591946;45.6207958;0.0;Asciutto;Orizzontale;Vento forte;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;1;Sabato;Sera;ISOLA VICENTINA;SP 046 Pasubio;Intersezione segnalata;VIA EUROPA, 45/B;11.4591946;45.6207958;0.0;Innevato;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;11;Domenica;Notte;ISOLA VICENTINA;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA VIA CHIODO;11.4668503;45.6143404;0.0;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;8;Domenica;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA VIA CHIODO;11.4668503;45.6143404;0.0;Asciutto;Temporanea di cantiere;Altro;;;;;;;;;;;0;0;0;0
2013;Carabiniere;2;Venerdì;Notte;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA FABBREGA, 4;11.48233;45.60796;0.0;Sdrucciolevole;Temporanea di cantiere;Altro;;;;;;;;;;;0;0;0;0
2014;Carabiniere;1;Giovedì;Notte;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA FABBREGA, 4;11.48233;45.60796;0.0;Asciutto;Verticale;Sereno;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;5;Domenica;Notte;THIENE;SP 349 Costo;Curva;VIA SANTO, 6;11.4875299;45.6749425;0.0;Bagnato;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;2;Sabato;Sera;THIENE;SP 349 Costo;Curva;VIA SANTO, 6;11.4875299;45.6749425;0.0;Sdrucciolevole;Assente;Neve;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;3;Lunedì;Mattino;CALDOGNO;SP 349 Costo;Intersezione segnalata;VIA PONTARON VIA FOGAZZARO;11.4913591;45.6195385;0.0;Bagnato;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;2;Venerdì;Sera;CALDOGNO;SP 349 Costo;Intersezione segnalata;VIA PONTARON VIA FOGAZZARO;11.4913591;45.6195385;0.0;Bagnato;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;9;Venerdì;Pomeriggio;COSTABISSARA;SP 349 Costo;Intersezione segnalata;VIA C. BATTISTI VIA PASUBIO;11.4934043;45.6038505;0.0;Sdrucciolevole;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;3;Venerdì;Sera;COSTABISSARA;SP 349 Costo;Intersezione segnalata;VIA C. BATTISTI VIA PASUBIO;11.4934043;45.6038505;0.0;Asciutto;Orizzontale;Vento forte;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;7;Venerdì;Sera;VILLAVERLA;SP 349 Costo;Rettilineo;VIA CAPOVILLA, 30/32;11.4935233;45.6569719;0.0;Asciutto;Verticale;Altro;;;;;;;;;;;0;0;0;0
2012;Polizia Municipale;6;Venerdì;Pomeriggio;VILLAVERLA;SP 349 Costo;Rettilineo;VIA CAPOVILLA, 30/32;11.4935233;45.6569719;0.0;Bagnato;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;5;Lunedì;Sera;VILLAVERLA;SP 349 Costo;Rettilineo;VIA CAPOVILLA VIA MANZONI;11.4936562;45.6565977;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;12;Domenica;Notte;VILLAVERLA;SP 349 Costo;Rettilineo;VIA CAPOVILLA VIA MANZONI;11.4936562;45.6565977;0.0;Bagnato;Assente;Sereno;;;;;;;;;;;0;0;0;0
2011;Carabiniere;11;Mercoledì;Pomeriggio;VILLAVERLA;SP 349 Costo;Intersezione segnalata;VIA VERLATO INCROCIO VIA ROMA;11.4943073;45.6537555;0.0;Bagnato;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2010;Carabiniere;1;Martedì;Pomeriggio;VILLAVERLA;SP 349 Costo;Intersezione segnalata;VIA VERLATO INCROCIO VIA ROMA;11.4943073;45.6537555;0.0;Asciutto;Temporanea di cantiere;Vento forte;;;;;;;;;;;0;0;0;0
2021;Carabiniere;1;Lunedì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA STATALE PASUBIO, 169;11.4944696;45.6011739;0.0;Sdrucciolevole;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2022;Carabiniere;12;Martedì;Notte;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA STATALE PASUBIO, 169;11.4944696;45.6011739;0.0;Sdrucciolevole;Verticale;Neve;;;;;;;;;;;0;0;0;0
2019;Polizia Municipale;3;Sabato;Mattino;COSTABISSARA;SP 046 Pasubio;Rotatoria;VIA PASUBIO VIA A. DE GASPERI;11.4949412;45.6001586;0.0;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;12;Mercoledì;Notte;COSTABISSARA;SP 046 Pasubio;Rotatoria;VIA PASUBIO VIA A. DE GASPERI;11.4949412;45.6001586;0.0;Asciutto;Assente;Vento forte;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;5;Giovedì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 43;11.4954875;45.5986509;0.0;Bagnato;Assente;Vento forte;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;5;Martedì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 43;11.4954875;45.5986509;0.0;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2020;Carabiniere;8;Mercoledì;Sera;ASIAGO;SP 349 Costo;Rettilineo;VIA GIUSEPPE VERDI AL KM. 63.4;11.49655;45.86896;63.4;Bagnato;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2023;Carabiniere;8;Venerdì;Notte;ASIAGO;SP 349 Costo;Rettilineo;VIA GIUSEPPE VERDI AL KM. 63.4;11.49655;45.86896;63.4;Bagnato;Temporanea di cantiere;Vento forte;;;;;;;;;;;0;0;0;0
2013;Carabiniere;2;Giovedì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA STATALE PASUBIO AL KM. 6.1;11.5001399;45.5891961;6.1;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2014;Carabiniere;9;Domenica;Mattino;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA STATALE PASUBIO AL KM. 6.1;11.5001399;45.5891961;6.1;Bagnato;Temporanea di cantiere;Altro;;;;;;;;;;;0;0;0;0
2020;Polizia Stradale;1;Lunedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIA DEL SOLE INT VIA CATTANE;11.5090859;45.5470739;0.0;Bagnato;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2014;Polizia Stradale;1;Sabato;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIA DEL SOLE INT VIA CATTANE;11.5090859;45.5470739;0.0;Ghiacciato;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;1;Sabato;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Rettilineo;VIALE DEL SOLE CEPPO ETTOMETRICO 1/III;11.50918;45.54644;0.0;Sdrucciolevole;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;1;Mercoledì;Mattino;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Rettilineo;VIALE DEL SOLE CEPPO ETTOMETRICO 1/III;11.50918;45.54644;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;12;Sabato;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;STRADA DELLE CATTANE INCROCIO VIALE DEL SOLE;11.50931;45.54703;0.0;Asciutto;Verticale;Sereno;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;2;Sabato;Notte;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;STRADA DELLE CATTANE INCROCIO VIALE DEL SOLE;11.50931;45.54703;0.0;Sdrucciolevole;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;11;Giovedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;ST. CATTANE INCROCIO VIALE DEL SOLE;11.50934;45.54705;0.0;Bagnato;Temporanea di cantiere;Altro;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;8;Lunedì;Notte;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;ST. CATTANE INCROCIO VIALE DEL SOLE;11.50934;45.54705;0.0;Bagnato;Orizzontale;Sereno;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;12;Lunedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51846;45.55477;0.0;Bagnato;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;1;Mercoledì;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51846;45.55477;0.0;Ghiacciato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;3;Martedì;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Incrocio;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51846;45.55479;0.0;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;10;Mercoledì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Incrocio;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51846;45.55479;0.0;Bagnato;Assente;Altro;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;2;Domenica;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51854;45.55479;0.0;Ghiacciato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2019;Polizia Municipale;1;Sabato;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51854;45.55479;0.0;Ghiacciato;Assente;Neve;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;9;Sabato;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51856;45.55474;0.0;Bagnato;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;3;Venerdì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51856;45.55474;0.0;Asciutto;Assente;Sereno;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;5;Giovedì;Mattino;VALLI DEL PASUBIO;SP 046 Pasubio;Incrocio;VIA BRUNO BRANDELLERO INCROCIO VIA PADRE GIULIANI;11.262225;45.7399816;0.0;Asciutto;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;3;Mercoledì;Pomeriggio;VALLI DEL PASUBIO;SP 046 Pasubio;Incrocio;VIA BRUNO BRANDELLERO INCROCIO VIA PADRE GIULIANI;11.262225;45.7399816;0.0;Innevato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;12;Mercoledì;Sera;VALLI DEL PASUBIO;SP 046 Pasubio;Rettilineo;VIA PIERIBONI, 83;11.2683073;45.7363178;0.0;Bagnato;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;2;Martedì;Sera;VALLI DEL PASUBIO;SP 046 Pasubio;Rettilineo;VIA PIERIBONI, 83;11.2683073;45.7363178;0.0;Sdrucciolevole;Assente;Neve;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;11;Mercoledì;Pomeriggio;TORREBELVICINO;SP 046 Pasubio;Rettilineo;CONTRA' SEGA, 2;11.2926321;45.7187609;0.0;Bagnato;Assente;Sereno;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;1;Venerdì;Mattino;TORREBELVICINO;SP 046 Pasubio;Rettilineo;CONTRA' SEGA, 2;11.2926321;45.7187609;0.0;Asciutto;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;7;Giovedì;Notte;ARSIERO;SP 350 Val d'Astico;Incrocio;VIA DEI LONGHI INCROCIO VIA EUROPA;11.3595741;45.8052906;0.0;Asciutto;Assente;Sereno;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;12;Lunedì;Mattino;ARSIERO;SP 350 Val d'Astico;Incrocio;VIA DEI LONGHI INCROCIO VIA EUROPA;11.3595741;45.8052906;0.0;Ghiacciato;Assente;Neve;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;3;Venerdì;Sera;ARSIERO;SP 350 Val d'Astico;Incrocio;VIA DEI LONGHI INCROCIO VIA MARCO POLO;11.3596922;45.8072671;0.0;Innevato;Assente;Neve;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;8;Lunedì;Mattino;ARSIERO;SP 350 Val d'Astico;Incrocio;VIA DEI LONGHI INCROCIO VIA MARCO POLO;11.3596922;45.8072671;0.0;Asciutto;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2010;Carabiniere;3;Mercoledì;Mattino;ARSIERO;SP 350 Val d'Astico;Incrocio;SP350 INCROCIO VIA DELL'INDUSTRIA;11.36798;45.80331;0.0;Ghiacciato;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2021;Carabiniere;1;Martedì;Sera;ARSIERO;SP 350 Val d'Astico;Incrocio;SP350 INCROCIO VIA DELL'INDUSTRIA;11.36798;45.80331;0.0;Bagnato;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;3;Martedì;Sera;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA IV NOVEMBRE IN CORRISPONDENZA DEL PONTE SUL TORRENTE;11.3725754;45.7286974;0.0;Asciutto;Orizzontale;Sereno;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;1;Domenica;Mattino;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA IV NOVEMBRE IN CORRISPONDENZA DEL PONTE SUL TORRENTE;11.3725754;45.7286974;0.0;Asciutto;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;5;Martedì;Sera;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA IV NOVEMBRE, 56;11.3815092;45.7309364;0.0;Bagnato;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;10;Venerdì;Notte;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA IV NOVEMBRE, 56;11.3815092;45.7309364;0.0;Asciutto;Temporanea di cantiere;Vento forte;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;10;Lunedì;Notte;SANTORSO;SP 350 Val d'Astico;Intersezione segnalata;VIA EUROPA INCROCIO VIA SALZENA;11.394728;45.734379;0.0;Sdrucciolevole;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;1;Giovedì;Mattino;SANTORSO;SP 350 Val d'Astico;Intersezione segnalata;VIA EUROPA INCROCIO VIA SALZENA;11.394728;45.734379;0.0;Bagnato;Assente;Altro;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;5;Martedì;Mattino;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO;11.4010704;45.6808924;20.18;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2012;Polizia Municipale;2;Venerdì;Notte;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO;11.4010704;45.6808924;20.18;Asciutto;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2022;Carabiniere;8;Giovedì;Sera;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO AL KM. 19;11.40475;45.67304;19.0;Sdrucciolevole;Verticale;Altro;;;;;;;;;;;0;0;0;0
2020;Carabiniere;4;Lunedì;Mattino;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO AL KM. 19;11.40475;45.67304;19.0;Bagnato;Assente;Sereno;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;12;Venerdì;Pomeriggio;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO;11.406585;45.6665812;17.9;Asciutto;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;9;Venerdì;Sera;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO;11.406585;45.6665812;17.9;Bagnato;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2012;Polizia Municipale;2;Venerdì;Sera;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Incrocio;VIA MONTE PASUBIO INCROCIO VIA PREAZZI DI SOTTO;11.4185229;45.7431307;0.0;Asciutto;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;8;Sabato;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Incrocio;VIA MONTE PASUBIO INCROCIO VIA PREAZZI DI SOTTO;11.4185229;45.7431307;0.0;Sdrucciolevole;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;7;Sabato;Pomeriggio;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA INDUSTRIA INCROCIO VIA GARZIERE;11.4208721;45.7249649;0.0;Sdrucciolevole;Assente;Altro;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;6;Mercoledì;Mattino;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA INDUSTRIA INCROCIO VIA GARZIERE;11.4208721;45.7249649;0.0;Bagnato;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;3;Sabato;Pomeriggio;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA INDUSTRIA INCROCIO NSA 384;11.4217635;45.7246123;0.0;Ghiacciato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;3;Lunedì;Pomeriggio;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA INDUSTRIA INCROCIO NSA 384;11.4217635;45.7246123;0.0;Bagnato;Temporanea di cantiere;Altro;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;9;Sabato;Mattino;MALO;SP 046 Pasubio;Rettilineo;VIA L. DA VINCI, 0;11.4228941;45.648895;15.56;Asciutto;Assente;Sereno;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;3;Domenica;Sera;MALO;SP 046 Pasubio;Rettilineo;VIA L. DA VINCI, 0;11.4228941;45.648895;15.56;Sdrucciolevole;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;7;Martedì;Sera;MALO;SP 046 Pasubio;Intersezione segnalata;VIA VICENZA INTERSEZIONE CO NVIA VERGAN;11.4234745;45.6482334;15.5;Bagnato;Assente;Vento forte;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;6;Mercoledì;Notte;MALO;SP 046 Pasubio;Intersezione segnalata;VIA VICENZA INTERSEZIONE CO NVIA VERGAN;11.4234745;45.6482334;15.5;Asciutto;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;9;Giovedì;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA MONTE PASUBIO, 54;11.4241039;45.7469868;0.0;Asciutto;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;3;Sabato;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA MONTE PASUBIO, 54;11.4241039;45.7469868;0.0;Innevato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2021;Carabiniere;12;Domenica;Sera;MALO;SP 046 Pasubio;Rettilineo;SP46 KM 15,300;11.4243473;45.6473012;15.3;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2012;Carabiniere;12;Sabato;Notte;MALO;SP 046 Pasubio;Rettilineo;SP46 KM 15,300;11.4243473;45.6473012;15.3;Asciutto;Verticale;Altro;;;;;;;;;;;0;0;0;0
2016;Carabiniere;1;Lunedì;Pomeriggio;MALO;SP 046 Pasubio;Rettilineo;VIA VICENZA, 24;11.42511;45.64632;0.0;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2017;Carabiniere;7;Domenica;Pomeriggio;MALO;SP 046 Pasubio;Rettilineo;VIA VICENZA, 24;11.42511;45.64632;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2015;Carabiniere;9;Lunedì;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Curva;VIA ALESSANDRO ROSSI AL KM. 54.2;11.4256213;45.7697192;54.2;Sdrucciolevole;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2017;Carabiniere;6;Giovedì;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Curva;VIA ALESSANDRO ROSSI AL KM. 54.2;11.4256213;45.7697192;54.2;Bagnato;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;2;Sabato;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Incrocio;VIA MONTE PASUBIO INCROCIO VIA GARZIERE;11.4273257;45.7498311;0.0;Innevato;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;1;Sabato;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Incrocio;VIA MONTE PASUBIO INCROCIO VIA GARZIERE;11.4273257;45.7498311;0.0;Sdrucciolevole;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;3;Domenica;Mattino;PIOVENE ROCCHETTE;SP 349 Costo;Rotatoria;VIA GORIZIA INCROCIO VIA THIENE;11.4294111;45.7513293;0.0;Bagnato;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;9;Sabato;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Rotatoria;VIA GORIZIA INCROCIO VIA THIENE;11.4294111;45.7513293;0.0;Bagnato;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
